tweet,label
Based on what is known about how the novel coronavirus behaves CDC and @CAPublicHealth expect to see #COVID19 infection in people who have had contact with the recently-identified patient especially those who have had close prolonged contact.,real
Jimmy Kimmel Says That Broadcasting His Show From His Home is Totally Depressing https://t.co/NyHWaFpGcy #donaldtrump #tv #coronavirus,fake
Today NCDC was part of the daily press briefing by the Presidential Task Force on #COVID19 Control led by the @OfficialOSGFNG. As at 1st April 2020 151 confirmed cases of #COVID19Nigeria have been recorded with nine discharged cases and two deaths. https://t.co/8v2dGCgfmz,real
Protestors encouraged to get tested for #coronavirus. https://t.co/GbsHtm2RYB https://t.co/9yRVk8wQ8y,real
"Foreign Secretary Dominic Raab says the ""challenge"" with testing for #COVID19 in airports is 'the very high false positive rate' and adds 'only 7% of tests will be successful in identifying those who have the virus'. #KayBurley https://t.co/7c8W5pWNmp https://t.co/QG8EJnQbWH",real
$2340 for a 5-day treatment of #COVID19 drug candidate #remdesivir announces Gilead Sciences Inc. https://t.co/7zbLkihN2k https://t.co/JFTuzXuCQo,real
#IndiaFightsCorona India occupies the top position in the world in terms of Total Recoveries. More than 43 lakh have recovered. India's Recoveries constitute 19% of total global Recoveries. https://t.co/sJf1AS4zBg https://t.co/K77KOdgE9s,real
People living in quarantine centre refuse to eat food as it was cooked by lower caste women.,fake
#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases (till 19 September 2020 8 AM) ➡️States with 1-20000 confirmed cases ➡️States with 20001-125000 confirmed cases ➡️States with 125000+ confirmed cases ➡️Total no. of confirmed cases so far #StaySafe https://t.co/Frqw1VvFFh,real
"A long message attributed to Bill Gates, the Microsoft billionaire, encouraging people to reflect positively on their lives during the coronavirus outbreak has been shared in multiple countries.",fake
A WhatsApp forward along with a video is doing the rounds in which it is claimed that a person who belongs to the Tablighi Jamaat was kept in an isolation ward where he started wandering naked. The viral forward also claims that the person who was wandering naked did this vulgar act intentionally.,fake
The influenza vaccine Fluzone is more deadly than COVID-19,fake
Chinese pet owners are killing their cats and dogs by throwing them out of the window in fear of their pets spreading the coronavirus. This comes after memos were issued by authorities for pet owners to get rid of their animals.,fake
"The uncomfortable truth is that Donald Trump left America exposed and vulnerable to this pandemic. He ignored the warnings of health experts and intelligence agencies and put his trust in China's leaders instead. Now, we're all paying the price.

Let me explain how we got here: https://t.co/esvCaGki9V",fake
Fewer kids are dying since the lockdown - A new white paper examines why.,fake
"Raymond Royce Rife developed a method using sound frequencies to cure cancer 100% and kill bacteria and viruses. It was harmless, quick virtually free and100% effective as he scanned the frequencies amplitude and characteristics.
Guess what. He &amp; his work was erased by big pharma https://t.co/96dicOWNnZ",fake
176 new cases of #COVID19Nigeria; FCT-40 Lagos-34 Plateau-26 Enugu-14 Delta-12 Ogun-12 Ondo-9 Oyo-8 Ekiti-6 Ebonyi-4 Adamawa-2 Nasarawa-2 Kwara-2 Rivers-2 Edo-1 Osun-1 Bauchi-1 55632 confirmed 43610 discharged 1070 deaths https://t.co/9zY4P3c985,real
Why toilets may pose a risk in the spread of COVID. https://t.co/6Hj1F0RnHm https://t.co/amLW735Bx2,real
"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",fake
The elderly parents' guide to getting coronavirus advice wrong https://t.co/HFYw98YTEA https://t.co/sAp7CrrCjG,fake
However when comparing COVID-19 deaths to flu deaths it's important to make sure the comparison is rigorous. These two threads explain more: https://t.co/0leqxE1CUv https://t.co/cC5azpcOwk,real
Today NCDC has accredited 15 laboratories across the country for a total capacity to test 2500 daily Lagos State &amp; FCT with support from NCDC have established several sample collection centers &amp; national testing strategy is being reviewed to maximize testing -HE @MBuhari,real
Late night update. States have disclosed that 48284 people have been tested. A major caveat: As the private laboratories begin to conduct a greater percentage of tests we'll lose them from state data. We're hoping that the companies and states opt for greater transparency.,real
We are grateful to the Nigerian Association of Technologists in Engineering for supporting national #COVID19 response with face masks &amp; hand sanitisers We continue to work with professional bodies in the whole-of-society response to #COVID19Nigeria #TakeResponsibility https://t.co/dy28h3vb0W,real
The latest CDC #COVIDView shows that influenza-like illness has declined nationally and is below baseline but remains elevated in the northeastern and northwestern parts of the U.S. See additional data: https://t.co/zP4VYlo0Pb https://t.co/r94CJVfPv5,real
The novel coronavirus was ???man-made.??�,fake
Survey: 43% of People Working at Home for the Lockdown Left Out a Gallon of Milk in their Cubicle https://t.co/XXaxhLQTu9 #lockdown #milk,fake
RT @drharshvardhan: #CoronaVirusUpdates ! 👉For the 6th consecutive day the number of new confirmed cases has been lower than the new reco…,real
We want to acknowledge everyone who has been tested and also the health workforce carrying out and analysing the tests. Testing will continue to be a significant part of the response to COVID-19.,real
The number of people in the UK who have tested positive for #coronavirus has increased by 3330 official figures show https://t.co/IuiMnZBB0Z,real
"A banner with a swastika, ???Trump??� and ???Pence??� is from a Michigan coronavirus protest.",fake
Coronavirus: PM does not want another lockdown but says second wave 'inevitable' https://t.co/vdj1YhqIqW,real
_A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya._,fake
NEW: There have been numerous #COVID19 outbreaks on recent cruise ship voyages. @CDCDirector has extended the previous No Sail Order to prevent the spread of COVID-19 among crew onboard. https://t.co/OTWJgCN8wQ https://t.co/sbHX4p907F,real
Italian PM said that the country has surrendered to the COVID-19 pandemic,fake
summer will kill the coronavirus.,fake
"#UK's #PrinceCharles was cured of #Covid19 through ayurveda and homeopathy treatment from a #Bengaluru-based holistic resort, Union Minister of State for AYUSH Shripad Naik claimed on Thursday.",fake
#NewZealand is seen as a global exemplar and over the weekend Prime Minister @jacindaardern celebrated 100 days with no #COVID19 community transmission while stressing the need to remain cautious-@DrTedros https://t.co/H8s06iPxM0,real
Home Secretary Priti Patel said she would call the police on a neighbour having a party that broke new COVID-19 rules. Read more on this story here: https://t.co/qYa6TbTXeb https://t.co/h1RTMiXGCw,real
Thankful that Florida is now Stay-At-Home! “The numbers speak for themselves...It’s basically if there’s not a stay-at-home...kind of intervention the Florida healthcare system is going to experience 3x or 5x what we are starting to see in NYC...” https://t.co/Tk7SMWRIjo https://t.co/kLWGjV7OZx,real
This month’s blood disorder webinar will discuss #COVID19 associated VTE risks and considerations. Pre-register now and join us September 17 at 2 p.m. ET: https://t.co/GUDbPY0X9d. https://t.co/bwBHKKHTV3,real
On the 14th of May 4 cases reported from Plateau &amp; 1 case from Akwa Ibom were repeat cases Therefore Plateau has a total of 21 cases and Akwa Ibom has a total of 16 cases We apologise to this State Governments for this error &amp; remain committed to ensuring accurate reporting https://t.co/6ZnkPUPPst,real
Looters Maintain Social Distancing While Creating Anarchy https://t.co/FdomXMZPyk #covid19 #dranthonyfauci #looters,fake
???Nobody is found dead of corona in their homes.. They all die at the hospital.??�,fake
WHO: #COVID19 transmission may include viral particles that remain airborne for longer than previously understood. https://t.co/ILoX8Y338f,real
There are 54 people linked to the community cluster who remain in the Auckland quarantine facility which includes 22 people who have tested positive for COVID-19 and their household contacts.,real
Airborne is the main way COVID-19 spreads. DOH should update our guidelines as well.,fake
Wearing a mask during physical activity causes hypercapnia syndrome.,fake
"@MarvinBrite @chrismartenson @Viruswatch2021 So have I , I am also taking Vitamin C Garlic B1 , Zinc Asprin and folic acid . Back in Feb I was told by a Virologist that #Covid19 manifests and multiplies inthe throat so I also gargle twice a day with Chlorhexidine @Viruswatch2021 https://t.co/wM8kYP2vaf",fake
Pictures of a man wearing a helmet and sitting on a pothole on the road is from Uttar Pradesh targeting the Uttar Pradesh Government.,fake
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 58312273 samples tested upto September 14 2020 1072845 sample tested on September 14 2020 #StaySafe #IndiaWillWin https://t.co/S2nNpaMqiM,real
"???We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.??�",fake
"NEWS! Government insists there will be no U-turn on schools reopening, until after everyone has spent £200 on new uniforms https://t.co/YwZi1KCw4B https://t.co/0QqDeqhaJR",fake
Our total number of confirmed cases is now 1163. We have 9 active cases in NZ. One significant cluster in NZ remains open – the St. Margaret’s rest home in Auckland. Our combined total of confirmed and probable cases is now 1513.,real
The total number of confirmed cases of COVID-19 is now 1200 which is the number we report to the World Health Organization.​ ​ There is no one in New Zealand receiving hospital-level care for COVID-19.,real
Offering essential cancer care in the new normal of coronavirus. https://t.co/iILmNmiPP8 https://t.co/KWbbhgBWJk,real
There have been no positive tests from our border and managed isolation facilities over the last few days. We continue to test all border and MIQ staff.,real
Says 20 million Chinese converted to Islam after it???s proven that the coronavirus doesn???t affect Muslims.,fake
Our daily update is published. We’ve now tracked more than 2 million tests up ~137k from yesterday. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/8N9sC7Pt1y,real
The first case we are reporting today is a male teenager who arrived from the USA on July 29. He tested positive for COVID-19 as part of routine testing around day 3 of his stay in managed isolation at the Sudima Hotel in AKL and has since been transferred to quarantine.,real
Because this respiratory disease passes relatively easily between people when this #COVID19 outbreak started there was an urgent need to get advice information training and equipment to frontline workers-@DrTedros https://t.co/PqIGVICc6r,real
"Drink coffee to fight Covid19 
Drink Ginger tea to fight Covid19 

COFFEE YES, our regular COFFEE has The main Methylxanthine in COFFEE is the stimulant caffeine. Other Methylxanthines found in COFFEE are 2 chemically similar compounds, Theobromine and Theophylline.
God bless🙏 https://t.co/pTSkiwrU98",fake
This case brings our total number of confirmed cases to 1193 which is the number we report to the World Health Organization.​ ​ There is no one in New Zealand receiving hospital-level care for COVID-19.,real
@GregoryIngle @flvickster @vivek_mutalik Yeah I mean. It makes sense though I am hearing much lower numbers from a couple of laboratories and one private company. So it's possible if you have the right setup. -@alexismadrigal,real
Cabinet will again review the settings of Alert Level 2 on 8 June and have agreed that no later than 22 June 4 weeks from today they will consider a move to Alert Level 1. #covid19 #COVID19nz,real
And finally deaths from the beginning to yesterday. (Along with your periodic reminder that New York State still is not reporting over 5000 probable deaths recorded by New York City and the CDC.) https://t.co/k0HugoRg4Q,real
"President Trump asked to see the COVID death chart. @RealDonaldTrump, here you go. https://t.co/45tYD2NXti",fake
Some big new numbers came in since our 3/12 4pm update. Thanks to @NYGovCuomo we now have a total tested for New York: 2314 with 328 positives. Washington also updated. They've tested 4807 people. 426 positives. https://t.co/iERV2wLMmu,real
Muslims intentionally licking the cutlery and plates to spread COVID-19.,fake
Two cases previously reported in Katsina were repeat tests. Therefore as at 11:55pm May 2 2020 Katsina State has a total of 38 confirmed cases https://t.co/VRHTGJIRmq,real
Our daily update is published. We’ve now tracked 4 million tests up 137k from yesterday a bit lower than the April average of ~147k tests. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real
Health minister Edward Argar says a two week national lockdown is not something he’s “heard about”. Get the latest on this story here: https://t.co/c4WkZVolPq https://t.co/3yTjiZe4ur,real
"When Shri @AmitShah
Became Covid 19 positive, Shantidoots were organizing funeral.",fake
Our (COVID-19) numbers are better than almost all countries.,fake
Vaccine made by Roche Medical Company cures COVID-19 in 3 hours.,fake
RT @LeoNissolaMD: #COVID19 cases are growing exponentially in San Bernardino County California. Yet some are planning to reopen in June.…,real
People are offering prayers in groups on rooftops despite lockdown. That too when cases of coronavirus in India are continuously increasing.,fake
One therapeutic – #dexamethasone – has already been proven effective for patients with severe &amp; critical #COVID19 others have been proven ineffective &amp; still others are in trials. And around 180 vaccines are now in development including 35 that are in human trials-@DrTedros,real
Over 16000 workers in meat and poultry processing facilities in 23 states were infected with #COVID19 in April and May. Learn more about infections among workers at meat and poultry processing facilities and steps facilities can take to slow the spread. https://t.co/IxXzzEDbm6 https://t.co/gKgpcZRyEa,real
A map showing 5G antennas in Italy with accompanying claim that they are related to the coronavirus pandemic.,fake
Claim that football star Cristiano Ronaldo has converted his hotel chain into coronavirus hospitals.,fake
NEWS! Neil Gaiman blames sudden arrival in Scotland from New Zealand during lockdown on the faerie folk https://t.co/6smDZssa0j https://t.co/beX4UPSNUi,fake
• We have 1447 people reported as having recovered from COVID-19 5 more people than yesterday. This is 97% of all cases.⁣ ⁣ • There is just one person receiving hospital-level care for COVID-19. They are not in ICU.⁣ ⁣ • We still have 16 significant clusters.⁣ ⁣,real
Schedules for the sale of milk newspapers grocery and medical stores have been issued by the Mumbai Police commissioner.,fake
"#INDIA: 
A Muslim boy, Rizwan, died after being beaten up by police in Tanda (UP). His relatives say that he was hungry and went out to buy biscuits and 
other domestic items.",fake
"This is not Tablighi Jammat but grand celebration of Ramnavami in Bhuj, Gujarat aka #GujaratModel on 02-April-2020. Where is MODIA (Modi-Media)?",fake
The NewsThump guide to places you can visit during the national lockdown https://t.co/Rv9clSG0ck https://t.co/6ZnfYYDJta,fake
Scientists at AstraZeneca complain their work on a coronavirus vaccine keeps being delayed by Noddy Holder ringing up to ask if it will be ready by Christmas https://t.co/2lmYzTnAPx,fake
The latest local lockdown announcements mean 10 million people in Britain face extra #coronavirus restrictions. Click below to check if there are local restrictions in your area 👇,real
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,fake
"???Military COVID infected 118,984. Military COVID deaths 6,114.??�",fake
However corticosteroids do not help #COVID19 patients with mild or moderate disease and can be harmful. WHO therefore recommends the use of corticosteroids only in patients who are severely or critically ill-@DrTedros https://t.co/tYTmwExIO8,real
As India records over 49000 new COVID-19 infections the country inches closer to the 13 lakh confirmed case mark. Allahabad HC dismisses Saket Gokhale a Mumbai based social activist’s plea to restrain Bhoomi Poojan for Ram temple construction in Uttar Pradesh #CoronavirusFacts https://t.co/agaiEMYKc7,fake
Pigs are being burned alive in China to control the coronavirus.,fake
Metformin may lower risk for fatal COVID-19. https://t.co/Ue2sQymWVU https://t.co/qnbLB3uC6c,real
RT @mygovindia: PM @narendramodi launched Hi-Tech state of the art COVID-19 testing facilities in 3 cities which will scale up testing to 1…,real
"#JoniErnst

THE REAL AMOUNT OF FATALITIES TO COVID: 200,000 American lives. 

NOT the 10,000 you and #RogerMarshall (a doctor who took anti-malarial drugs to show solidarity with #donaldtrump) have stated. 

LIES COST LIVES! #GOPCorruptionOverCountry #COVID19 #DonLemon #maddow",fake
#CoronaVirusUpdate #IndiaFightsCorona India scales another peak: Total #COVID19 recoveries cross 2 million https://t.co/lmR9xro4wi https://t.co/RDk3zBxoMX,real
1000 COVID-19 testing labs in India: ICMR https://t.co/1c027BsM2y,real
If you MUST gather to worship in the MOSQUE today take PREVENTIVE MEASURES to PROTECT yourself &amp; loved ones. Remember you can come in contact with infected people with no symptoms in the mosque. Wear a face mask &amp; don't share personal items. #TakeResponsibility https://t.co/7gRGICi5kC,real
Your risk of #COVID19 increases the closer you get to others and the longer you interact with them. Learn ways to help safely resume daily activities and slow the spread of #COVID19: https://t.co/g9sT0JI4w5. https://t.co/nhluRwemVP,real
WEEKLY UPDATE: #COVID19 #Coronavirus ➡️Short-term forecasts of COVID-19 deaths in multiple countries 🔰Read full report here: https://t.co/cTwAd9ZwTS @sangeeta0312 @PNouvellet @krisparag1 @neil_ferguson https://t.co/ZLEkWIgTCV,real
"We also cover the latest on vaccines developed in China, including Sinovac's CoronaVac, Cansino's Ad5-nCoV, the Unnamed Inactive Vaccine from Wuhan and Sinopharm's BBIBP-CorV. Russia's Gam-COVID-Vac (Sputnik V) is also covered.",fake
"#COVID19 obviously makes us forget #coexistence &amp; #coevolution, without #bacteria &amp; #virus we wouldn't exist &amp; won't survive. Interconnectedness is essential for our wellbeing &amp; survival. Without exposure #Immunity cannot develop and we get weaker and weaker!",fake
Update from @minhealthnz Today there is 1 new case of COVID-19 to report in Managed Isolation. It has now been 88 days since the last case of COVID-19 was acquired locally from an unknown source.,real
Latest updates from Ministry of Health - Manatū Hauora: ⁣ ⁣ There are no new cases of COVID-19 to report in New Zealand today. ⁣ ⁣ Our total number of confirmed cases of COVID-19 remains at 1154 which is the number we report to the World Health Organization. ⁣ https://t.co/A9FP06RZ0a,real
Govt is providing money to bereaved families of COVID-19 victims.,fake
Patanjali CEO denies saying that Coronil can cure COVID-19,fake
"Right-Wing ""Pandemic Preppers"" Pledge to Make America Germ-Free Again https://t.co/N8f5NeYB5N #donaldtrump #coronavirus #pandemic #maga",fake
The score contains 4 simple components: 1. +1 for reporting positives reliably (only NV fails) 2. +1 for reporting negatives sometimes (e.g. NY CA) 3. +1 for reporting negatives reliably 4. +1 for reporting all commercial tests (All labs have to report all positives.),real
Claim that Govt is providing money to bereaved families of COVID-19 victims is false,fake
if you are going for coronavirus test you should wait as you can get cured within 2-3 hours without any medicine using this remedy,fake
RT @CDCDirector: .@CDCgov to award $631 million to 64 state and local jurisdictions in support of our Nation’s response to #COVID19. These…,real
NEWS! Man regrets signing up to dating site with username ‘Covid-19’ https://t.co/MIrQBl2hqt https://t.co/GoU4ezkNw1,fake
RT @PIB_India: Five States - Maharashtra Karnataka Andhra Pradesh Uttar Pradesh and Tamil Nadu account for 60% of total active cases i…,real
"@KFitzpatric @Ms_M_Shepherd Kathy, Hot spots for COVID-19 are also commonly 5G areas! https://t.co/1aTO9qo0HE Fear ignorance as much as fear. A virus is a virus. Also, look at zinc, Vitamins D, C, A &amp; quinine, &amp; last but not least chlorine dioxide. You can a kit for $50, enough for person months.",fake
The State of Georgia Has Become The Nation’s Coronavirus Guinea Pig https://t.co/rKEGe5Eydf #coronavirus #georgia #fruit #georgiapeaches,fake
VTE risk is ~ 50% lower in patients with RA taking TNF inhibitors in new research. https://t.co/y7E5PkDWIZ #EULAR2020,real
While cases are still rising there should be a study on the patients who consumed Arsenicum Album-30 distributed by state health department in Gujarat. A probe should be done if any of them were diagnosed with covid 19 later. https://t.co/j3SfvkyP21,fake
Lately with protests continuing to flare nightly in Portland PolitiFact has been seeing lots of claims that Black Lives Matter protests are antifa anarchists COVID-19 spreaders and now “Marxist.” https://t.co/ipLCeVVlj9,fake
Various steps taken by GOI for removal of all bottlenecks have paved the way for enhanced testing for #COVID19. There are now 1074 testing labs (775 Govt. &amp; 299 Pvt.) in the country comprising. @MoHFW_INDIA @drharshvardhan @ICMRDELHI #COVID__19 #Covid_19 #COVIDー19 #coronavirus https://t.co/tiJv32ELTv,real
Although the number of #COVID19 cases in most states continued to decline over the last 7 days COVID-19 is widespread in many areas especially the South &amp; West. As of Aug. 25 the US reported nearly 1000 deaths a day over the last week. See more data: https://t.co/441ntP6EUZ. https://t.co/HvW3SFqa11,real
437 new cases of #COVID19Nigeria; Lagos-107 FCT-91 Plateau-81 Kaduna-32 Ogun-30 Kwara-24 Ebonyi-19 Ekiti-17 Oyo-8 Borno-6 Edo-6 Kano-4 Nasarawa-3 Osun-3 Taraba-3 Gombe-2 Bauchi-1 46577 confirmed 33186 discharged 945 deaths https://t.co/d70c7hFaHc,real
Bill Gates was expelled from India due to his Polio vaccines.,fake
Many of these deaths are in people under 70 years of age and most occur in low- and middle-income countries-@DrTedros #BeatNCDs #COVID19 https://t.co/6wPPqxL1lX,real
The U.S. presidential election is canceled due to coronavirus.,fake
The Government of Mexico City offers $1000 weekly if you stay at home.,fake
A memo from the St. Luke's Hospital of Kansas says drinking alcohol lowers the risk of getting infected with COVID-19. Vodka is most recommended for drinking cleaning and sanitizing.,fake
"???Six months before the COVID ???plandemic,??? Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.??�",fake
Note: a previous tweet stated a Facebook post about Victorian coronavirus numbers was posted by One Nation leader Pauline Hanson. It was in fact posted by the Victorian branch of Pauline Hanson's One Nation Party.,fake
People should ignore guidelines to wear masks especially since the government doesn't advise mask wearing for tuberulosis.,fake
Mondays numbers normally show some weekend lag. And today is no different. States reported 16k new cases about the same as last Monday. The 7-day average basically stayed the same. https://t.co/7J9qHvx59B,real
RT @drharshvardhan: #CoronaVirusUpdates ! 👉As India records more recoveries than the new cases the gap between Recovered Cases &amp; the Acti…,real
Our daily update is published. We’ve now tracked 9.4 million tests up 395k from yesterday a new high with a major caveat: NJ dumped a big backlog it seems. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/3gDkpXkH6o,real
As we unite to recover from the effects of COVID-19 it's still important that we keep the basic hygiene measures including washing your hands and coughing or sneezing into your elbow.,real
“The #COVID19 outbreak presents an opportunity to put infection prevention &amp; control(IPC) on the national agenda like never before. Our goal through the ‘#OrangeNetwork’ is to ensure IPC is an essential part of health care delivery &amp; public health response” ~ @Chikwe_I DG NCDC https://t.co/kV9I8bE2dW,real
@Snikwah37 Kia ora the Whatsapp service finished about a month ago as New Zealand's cases reduced and demand for the service dropped.,real
Indian economist Raghuram Rajan chaired the IMF webinar on coronavirus.,fake
The author or authors of the leaflet remain anonymous. If you have any information on the source or have seen any other similar leaflets in your mailbox tweet them @ us. #coronavirusfacts #datoscoronavirus,fake
Trump Declares That Barack Obama Is To Blame For The Coronavirus https://t.co/lMSYq8JoCh #barackobama #donaldtrump #coronavirus,fake
A person with COVID-19 died in a hospital in Taiwan. His body was burned on 1/26. (Jan. 30),fake
COVID-19 air hunger causes psychological trauma. https://t.co/NSxmHgxDpS,real
▪️ #Chattisgarh (78.99%) ▪️ #Uttarakhand (80.85%) ▪️ #Ladahk (86.73) @MoHFW_INDIA @drharshvardhan @DrHVoffice #CovidIndiaSeva #COVID19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates,real
Our total number of confirmed cases of COVID-19 is now 1176 which is the number we report to the World Health Organization. Yesterday our laboratories completed 5321 tests bringing the total number of tests completed to date to 392756.,real
Various studies on the post-recovery process of #COVID19 cases have been published. India is also working on its own study to assess recovered #COVID_19 cases. Currently there are 9 Govt hospitals working to check for long-term complications after recovering from the infection. https://t.co/GWsFI6y6Sj,real
"Claim that President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",fake
#IndiaFightsCorona: On a steep rise India conducts more than 4.23 cr tests 43% of Total Cases recorded in just 3 States-Maharashtra AP Karnataka #StaySafe #IndiaWillWin https://t.co/WX4eup9C4S,real
Our daily update is published. We’ve now tracked 13.8 million tests up 343k from yesterday. 5 states showed a decline in total tests due to separating out their antibody results: MI MO MS TX WV. Details in this thread. https://t.co/y9aPPSnnor,real
As at 11:15am 5th April there are 224 confirmed cases 27 discharged 5 deaths For a breakdown of cases by states- https://t.co/zQrpNeOfet Lagos- 115 FCT- 45 Osun- 20 Oyo- 9 Akwa Ibom- 5 Ogun- 4 Edo- 9 Kaduna- 4 Bauchi- 6 Enugu- 2 Ekiti- 2 Rivers-1 Benue- 1 Ondo- 1,real
Works at the Luque cemetery near paraguayan capital Asunción are related to people who died from COVID-19.,fake
Tracking city-level data allows us to see that 48% of Black people who have died from COVID-19 in Michigan are from Detroit. But the decisions that individual jurisdictions make can obscure the scale of this impact. https://t.co/N7Ex0uSP3C,real
NEWS! Woman who made online friend during lockdown horrified at suggestion they actually ‘meet up’ https://t.co/xVEAAQhRMp https://t.co/YADnqBx2xJ,fake
Did You Already Have Coronavirus? Here’s A Simple Test https://t.co/PNbf76J44f,fake
Video shows people behaving abnormally in China due to coronavirus.,fake
Yesterday 230 thousand cases of #COVID19 were reported to WHO. Almost 80% of those cases were reported from just 10 countries and 50% come from just two countries-@DrTedros,real
Australia appears to be heading for its lowest daily increase in #coronavirus cases in three months as a state leader said infection spikes in Europe served as a warning about the dangers of exiting lockdown too soon https://t.co/gP7IUbXPWe,real
"BJP MLA Suman Haripriya in Assam Assembly, earlier today: I believe gau-mutra (cow-urine) and gobar (cow-dung) could be used to treat coronavirus",fake
Inhaling hot water steam can kill coronavirus.,fake
624 new cases of #COVID19Nigeria; Lagos-212 Oyo-69 Niger-49 Kano-37 Osun-37 FCT-35 Plateau-34 Gombe-33 Edo-28 Enugu-28 Ebonyi-17 Delta-10 Katsina-9 Ogun-8 Rivers-7 Ondo-5 Kaduna-4 Nasarawa-2 41804 confirmed 18764 discharged 868 deaths https://t.co/LD9PLQTPBL,real
Twitter suspends Chinese virologist who says COVID-19 was made in Wuhan lab https://t.co/AW7H6B7hMX @nypostより,fake
#CoronaVirusUpdates #IndiaFightsCorona India’s total #COVID19 recovered cases are now double the active cases. https://t.co/phzNZiiKPc @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ICMRDELHI @mygovindia @COVIDNewsByMIB @CovidIndiaSeva,real
Hospital ship steers towards disaster relief for coronavirus. https://t.co/VgflHN5Bjl,real
A video post claims RT-PCR tests used to detect COVID-19 aren’t an appropriate testing method.,fake
California has finally provided an update. It's unclear if the total test count includes pending but that's a large number of tests—second only to New York—and presumably includes commercial test providers. https://t.co/GRXIpoPyGh,real
Ad Watch: Joe Biden’s Spanish-language ad says Donald Trump lacks coronavirus plan. Here’s a recap of the main claims in Biden’s ad translated fact-checked and with context https://t.co/i5nUubIS3Y https://t.co/CZXsivPOr7,fake
As of today following Districts have reported highest cumulative deaths due to #COVID19 in #Maharashtra: ▪️ #Mumbai: 6549 ▪️ #Thane: 2754 ▪️ #Pune: 2342 ▪️ #Jalgaon: 558 ▪️ #Solapur: 532 #COVID__19 #COVID #Covid_19 #COVIDー19 #CoronavirusIndia #COVIDUpdates #coronavirus https://t.co/vvKGLirKTl,real
@tmccormick @alexismadrigal @pplscouncil @kissane @karaoehler @opencollect @piamancini @ntnsndr @TheSELC Two weeks ago there was nothing. Now there are dozens of people contributing to a project we think could make a real difference. If this thing becomes an institution that is required over the long haul we’ll find the ways to deal with $$$.,real
Jared Leto Creating A Cult To Save People From The Coronavirus? https://t.co/Wr2hya74v8,fake
RT @DDIndialive: #COVID19 Testing Status: ICMR (@ICMRDELHI) tests a total of 144910 samples from 130792 individuals as on 9th April 202…,real
Older adults &amp; people w/ severe chronic health conditions: If #COVID19 starts spreading in your community take extra measures to put distance between yourself and other people. Keep away from others who are sick avoid crowds &amp; wash your hands often. https://t.co/SlDrVXXfCz https://t.co/i84LYdvvdH,real
_A video of a row between passengers and cabin crew on board a plane has been viewed tens of thousands of times in multiple Facebook and Twitter posts which claim it was filmed on an Air India flight. The posts claim the the video shows the airline failed to enforce social distancing measures during the coronavirus pandemic._,fake
.@CDCMMWR shows adults w/ #COVID19 were more than twice as likely to have reported dining at a restaurant before getting sick compared to adults w/o COVID-19. Choose pick-up/delivery if possible &amp; take steps like staying 6 ft from others &amp; wearing a mask. https://t.co/8PtI7W6KG5 https://t.co/PYTMUQomdT,real
#IndiaFightsCorona: India has also contributed internationally to randomized trial on 464 patients in 39 hospitals in 25 districts across 14 States &amp; UTs &amp; have shown that it does not reduce mortality or prevent the progression from moderate to severe disease: @ProfBhargava,real
_Israel has manufactured the coronavirus vaccine_,fake
Sanitary technicians are going to inspect houses and seize cash.,fake
Fatality rates among those infected by COVID-19 range up to 0.054% in those aged 70 and over.,fake
"Doctors are including ""COVID-19 suspect"" on death certificates because hospitals receive 18.000 Brazilian reais for each registered COVID-19 death.",fake
Acc to @WHO prolonged use of #facemasks may be uncomfortable but it does not lead to CO2 intoxication or O2 deficiency. Do ensure that your #facemask fits well &amp; allows you to breathe normally. Do not re-use a #MedicalMask &amp; always change your #mask as soon as it gets damp. https://t.co/tkBJJSoj0x,real
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 61572343 samples tested upto September 17 2020 1006615 samples tested on September 17 2020 #StaySafe #IndiaWillWin https://t.co/yWQoMuphBP,real
School administrators: CDC has provided benchmarks to help you prepare plan and respond to #COVID19. Monitor these frequently and adjust strategies to fit the changing levels of COVID-19 in your community. Learn more: https://t.co/Wytp7O8Wgx. https://t.co/cKhwlJi1wU,real
New modelling has reportedly shown London is only two or three days behind #coronavirus hotspots in the North West and North East https://t.co/eYBgcijfjI,real
CTO is an important new MD title created to address coronavirus. https://t.co/pkAFLapIjY,real
